,tracking_number,boiler_id,report_type,pressure_type,inspection_date,defects_exist,lff_45_days,lff_180_days,filing_fee,total_amount_paid,report_status,bin_number
406,2016-10000110256N0002-71248,10000110256N0002,Subsequent,Low Pressure,02/01/2017 00:00:00,No,0,0,30,0,Accepted,1802857
407,2016-10000156713Y0001-2573,10000156713Y0001,Subsequent,Low Pressure,05/15/2017 00:00:00,No,0,0,30,0,Accepted,1009934
408,2016-10000156940Y0001-71239,10000156940Y0001,Subsequent,Low Pressure,08/30/2017 00:00:00,No,0,0,30,0,Accepted,1033225
409,2016-10000160432N0001-7389,10000160432N0001,Subsequent,High Pressure,09/20/2017 00:00:00,No,0,0,30,30,Accepted,1015828
410,2016-10000813048N0001-71236,10000813048N0001,Subsequent,Low Pressure,07/05/2017 00:00:00,No,0,0,30,0,Accepted,1006936
411,2016-20000002578Y0001-71249,20000002578Y0001,Subsequent,Low Pressure,03/08/2017 00:00:00,No,0,0,30,0,Accepted,2002851
412,2016-20000002939Y0001-2426,20000002939Y0001,Subsequent,Low Pressure,03/07/2017 00:00:00,No,0,0,30,0,Accepted,2003070
413,2016-20000002978Y0001-4034,20000002978Y0001,Subsequent,Low Pressure,03/08/2017 00:00:00,No,0,0,30,0,Accepted,2003176
414,2016-20000004238Y0001-71250,20000004238Y0001,Subsequent,Low Pressure,04/12/2017 00:00:00,No,0,0,30,0,Accepted,2003537
415,2016-20000005047Y0001-3676,20000005047Y0001,Subsequent,Low Pressure,03/13/2017 00:00:00,No,0,0,30,0,Accepted,2009007
416,2016-20000005106Y0004-71251,20000005106Y0004,Subsequent,Low Pressure,05/16/2017 00:00:00,No,0,0,30,0,Accepted,2009006
417,2016-20000005166Y0001-71252,20000005166Y0001,Subsequent,Low Pressure,06/08/2017 00:00:00,No,0,0,30,0,Accepted,2009008
418,2016-20000005166Y0001-71253,20000005166Y0001,Subsequent,Low Pressure,03/13/2017 00:00:00,No,0,0,30,0,Accepted,2009008
419,2016-20000011992Y0001-2788,20000011992Y0001,Subsequent,Low Pressure,05/12/2017 00:00:00,No,0,0,30,0,Accepted,2051262
420,2016-20000012774Y0001-71254,20000012774Y0001,Subsequent,Low Pressure,03/08/2017 00:00:00,No,0,0,30,0,Accepted,2010815
421,2016-20000022573Y0001-863,20000022573Y0001,Subsequent,Low Pressure,05/15/2017 00:00:00,No,0,0,30,0,Accepted,2002230
422,2016-20000032606Y0001-7835,20000032606Y0001,Subsequent,Low Pressure,01/18/2017 00:00:00,No,0,0,30,0,Accepted,2001580
423,2016-20000071077Y0001-23088,20000071077Y0001,Subsequent,Low Pressure,01/17/2017 00:00:00,No,0,0,30,0,Accepted,2001202
424,2016-20000820094N0001-71255,20000820094N0001,Subsequent,Low Pressure,01/19/2017 00:00:00,No,0,0,30,0,Accepted,2046142
425,2016-30000012475Y0001-71264,30000012475Y0001,Subsequent,Low Pressure,01/18/2017 00:00:00,No,0,0,30,0,Accepted,3069606
426,2016-30000017560Y0001-6680,30000017560Y0001,Subsequent,Low Pressure,05/11/2017 00:00:00,No,0,0,30,0,Accepted,3001530
427,2016-30000029388Y0002-7969,30000029388Y0002,Subsequent,Low Pressure,09/20/2017 00:00:00,No,0,0,30,30,Accepted,3183991
428,2016-30000030640Y0001-10527,30000030640Y0001,Subsequent,Low Pressure,01/25/2017 00:00:00,No,0,0,30,0,Accepted,3064420
429,2016-30000038901N0001-71259,30000038901N0001,Subsequent,Low Pressure,01/10/2017 00:00:00,No,0,0,30,0,Accepted,3042832
430,2016-30000053719N0001-71271,30000053719N0001,Subsequent,Low Pressure,03/03/2017 00:00:00,No,0,0,30,0,Accepted,3207318
431,2016-30000058265Y0001-10526,30000058265Y0001,Subsequent,Low Pressure,01/25/2017 00:00:00,No,0,0,30,0,Accepted,3064421
432,2016-30000058984Y0001-40533,30000058984Y0001,Subsequent,Low Pressure,01/04/2017 00:00:00,No,0,0,30,0,Accepted,3096705
433,2016-30000060648Y0001-71257,30000060648Y0001,Subsequent,Low Pressure,03/13/2017 00:00:00,No,0,0,30,0,Accepted,3033064
434,2016-30000061958Y0001-71261,30000061958Y0001,Subsequent,Low Pressure,05/25/2017 00:00:00,No,0,0,30,0,Accepted,3061350
435,2016-30000063684Y0001-46664,30000063684Y0001,Subsequent,Low Pressure,01/12/2017 00:00:00,No,0,0,30,0,Accepted,3048516
436,2016-30000064959N0001-71270,30000064959N0001,Subsequent,Low Pressure,07/17/2017 00:00:00,No,0,0,30,0,Accepted,3153252
437,2016-30000069130Y0001-71265,30000069130Y0001,Subsequent,Low Pressure,02/06/2017 00:00:00,No,0,0,30,0,Accepted,3069618
438,2016-30000070213N0001-3689,30000070213N0001,Subsequent,Low Pressure,04/05/2017 00:00:00,Yes,0,0,30,0,Accepted,3080099
439,2016-30000071901N0001-19440,30000071901N0001,Subsequent,Low Pressure,01/06/2017 00:00:00,No,0,0,30,0,Accepted,3199523
440,2016-30000072200N0001-71267,30000072200N0001,Subsequent,Low Pressure,06/05/2017 00:00:00,No,0,0,30,0,Accepted,3077221
441,2016-30000072975N0001-47946,30000072975N0001,Subsequent,Low Pressure,02/02/2017 00:00:00,No,0,0,30,0,Accepted,3136457
442,2016-30000073827Y0001-71260,30000073827Y0001,Subsequent,Low Pressure,01/30/2017 00:00:00,No,0,0,30,0,Accepted,3057461
443,2016-30000074154Y0001-14409,30000074154Y0001,Subsequent,Low Pressure,01/24/2017 00:00:00,No,0,0,30,0,Accepted,3039194
444,2016-30000074256Y0001-71258,30000074256Y0001,Subsequent,Low Pressure,03/27/2017 00:00:00,No,0,0,30,0,Accepted,3038675
445,2016-30000075827N0001-23928,30000075827N0001,Subsequent,Low Pressure,05/22/2017 00:00:00,No,0,0,30,0,Accepted,3059957
446,2016-30000096325N0001-71275,30000096325N0001,Subsequent,Low Pressure,03/03/2017 00:00:00,No,0,0,30,0,Accepted,3403255
447,2016-30000099125N0001-71262,30000099125N0001,Subsequent,Low Pressure,03/29/2017 00:00:00,No,0,0,30,0,Accepted,3062716
448,2016-30000100217N0001-71263,30000100217N0001,Subsequent,Low Pressure,03/27/2017 00:00:00,No,0,0,30,0,Accepted,3065921
449,2016-30000105417N0001-7600,30000105417N0001,Subsequent,Low Pressure,02/28/2017 00:00:00,No,0,0,30,0,Accepted,3237222
450,2016-30000105417N0002-7601,30000105417N0002,Subsequent,Low Pressure,02/28/2017 00:00:00,No,0,0,30,0,Accepted,3237222
451,2016-30000109968N0001-11932,30000109968N0001,Subsequent,Low Pressure,02/10/2017 00:00:00,No,0,0,30,0,Accepted,3348295
452,2016-30000112151N0001-3826,30000112151N0001,Subsequent,Low Pressure,02/28/2017 00:00:00,No,0,0,30,0,Accepted,3229966
453,2016-30000112447N0001-71269,30000112447N0001,Subsequent,Low Pressure,01/20/2017 00:00:00,No,0,0,30,0,Accepted,3119947
454,2016-30000154324Y0001-71268,30000154324Y0001,Subsequent,Low Pressure,02/19/2017 00:00:00,No,0,0,30,0,Accepted,3079366
455,2016-30000155687Y0001-71266,30000155687Y0001,Subsequent,Low Pressure,03/13/2017 00:00:00,No,0,0,30,0,Accepted,3073624
456,2016-30000166438Y0001-6714,30000166438Y0001,Subsequent,Low Pressure,06/01/2017 00:00:00,No,0,0,30,0,Accepted,3420446
457,2016-30000166438Y0002-6713,30000166438Y0002,Subsequent,Low Pressure,06/01/2017 00:00:00,No,0,0,30,0,Accepted,3420446
458,2016-30000817547N0001-71256,30000817547N0001,Subsequent,Low Pressure,02/01/2017 00:00:00,No,0,0,30,0,Accepted,3008454
459,2016-30000826447N0001-71272,30000826447N0001,Subsequent,Low Pressure,03/20/2017 00:00:00,No,0,0,30,0,Accepted,3209291
460,2016-30000826447N0001-71273,30000826447N0001,Subsequent,Low Pressure,03/20/2017 00:00:00,No,0,0,30,0,Accepted,3209291
461,2016-30000934153Y0001-71274,30000934153Y0001,Subsequent,Low Pressure,04/27/2017 00:00:00,No,0,0,30,0,Accepted,3327953
462,2016-40000008214Y0001-17497,40000008214Y0001,Subsequent,Low Pressure,01/16/2017 00:00:00,No,0,0,30,0,Accepted,4036592
463,2016-40000026562N0002-33282,40000026562N0002,Subsequent,Low Pressure,01/03/2017 00:00:00,No,0,0,30,0,Accepted,4229915
464,2016-40000039762Y0001-29534,40000039762Y0001,Subsequent,Low Pressure,01/16/2017 00:00:00,No,0,0,30,0,Accepted,4017065
465,2016-40000060171Y0001-71281,40000060171Y0001,Subsequent,Low Pressure,01/06/2017 00:00:00,No,0,0,30,0,Accepted,4072849
466,2016-40000060296N0001-71280,40000060296N0001,Subsequent,Low Pressure,01/27/2017 00:00:00,No,0,0,30,0,Accepted,4040576
467,2016-40000060841N0001-12120,40000060841N0001,Subsequent,Low Pressure,02/10/2017 00:00:00,No,0,0,30,0,Accepted,4193396
468,2016-40000063028N0001-33283,40000063028N0001,Subsequent,Low Pressure,01/03/2017 00:00:00,No,0,0,30,0,Accepted,4229914
469,2016-40000076116N0001-14185,40000076116N0001,Subsequent,Low Pressure,03/09/2017 00:00:00,No,0,0,30,0,Accepted,4034807
470,2016-40000076492N0001-71283,40000076492N0001,Subsequent,Low Pressure,04/26/2017 00:00:00,No,0,0,30,0,Accepted,4438340
471,2016-40000081744N0001-71282,40000081744N0001,Subsequent,Low Pressure,05/30/2017 00:00:00,No,0,0,30,0,Accepted,4231575
472,2016-40000085445N0001-18490,40000085445N0001,Subsequent,Low Pressure,02/02/2017 00:00:00,No,0,0,30,0,Accepted,4007826
473,2016-40000085445N0002-18489,40000085445N0002,Subsequent,Low Pressure,02/02/2017 00:00:00,No,0,0,30,0,Accepted,4007826
474,2016-40000100614N0001-39423,40000100614N0001,Subsequent,Low Pressure,03/29/2017 00:00:00,No,0,0,30,0,Accepted,4121327
475,2016-40000151128Y0001-28902,40000151128Y0001,Subsequent,Low Pressure,02/27/2017 00:00:00,No,0,0,30,0,Accepted,4088486
476,2016-40000158715Y0001-71276,40000158715Y0001,Subsequent,Low Pressure,07/06/2017 00:00:00,No,0,0,30,0,Accepted,4001961
477,2016-40000174018N0001-71279,40000174018N0001,Subsequent,Low Pressure,05/11/2017 00:00:00,No,0,0,30,0,Accepted,4037782
478,2016-40000174019N0001-71284,40000174019N0001,Subsequent,Low Pressure,06/14/2017 00:00:00,No,0,0,30,0,Accepted,4451795
479,2016-40000174099Y0001-71277,40000174099Y0001,Subsequent,Low Pressure,06/19/2017 00:00:00,No,0,0,30,0,Accepted,4036251
480,2016-40000174099Y0001-71278,40000174099Y0001,Subsequent,Low Pressure,06/19/2017 00:00:00,No,0,0,30,0,Accepted,4036251
481,2016-50000058597N0001-17046,50000058597N0001,Subsequent,Low Pressure,05/18/2017 00:00:00,No,0,0,30,0,Accepted,5048706
482,2016-50000058597N0002-17045,50000058597N0002,Subsequent,Low Pressure,05/18/2017 00:00:00,No,0,0,30,0,Accepted,5048706
483,2016-50000058597N0003-17044,50000058597N0003,Subsequent,Low Pressure,05/18/2017 00:00:00,No,0,0,30,0,Accepted,5048706
484,2017-10000000027N0001-7368,10000000027N0001,Initial,Low Pressure,09/07/2017 00:00:00,No,0,0,30,30,Accepted,1080776
485,2017-10000000027N0002-7367,10000000027N0002,Initial,Low Pressure,09/07/2017 00:00:00,No,0,0,30,30,Accepted,1080776
486,2017-10000000027N0003-7361,10000000027N0003,Initial,Low Pressure,09/07/2017 00:00:00,No,0,0,30,30,Accepted,1080776
487,2017-10000000027N0004-7360,10000000027N0004,Initial,Low Pressure,09/07/2017 00:00:00,No,0,0,30,30,Accepted,1080776
488,2017-10000000027N0005-7359,10000000027N0005,Initial,Low Pressure,09/07/2017 00:00:00,No,0,0,30,30,Accepted,1080776
489,2017-10000000027N0006-7358,10000000027N0006,Initial,Low Pressure,09/07/2017 00:00:00,No,0,0,30,30,Accepted,1080776
490,2017-10000000027N0007-7357,10000000027N0007,Initial,Low Pressure,09/07/2017 00:00:00,No,0,0,30,30,Accepted,1080776
491,2017-10000000027N0008-7356,10000000027N0008,Initial,Low Pressure,09/07/2017 00:00:00,No,0,0,30,30,Accepted,1080776
492,2017-10000000027N0009-7355,10000000027N0009,Initial,Low Pressure,09/07/2017 00:00:00,No,0,0,30,30,Accepted,1080776
493,2017-10000000027N0010-7354,10000000027N0010,Initial,Low Pressure,09/07/2017 00:00:00,No,0,0,30,30,Accepted,1080776
494,2017-10000000027N0011-7353,10000000027N0011,Initial,Low Pressure,09/07/2017 00:00:00,No,0,0,30,30,Accepted,1080776
495,2017-10000000027N0012-7352,10000000027N0012,Initial,Low Pressure,09/07/2017 00:00:00,No,0,0,30,30,Accepted,1080776
496,2017-10000000027N0013-7351,10000000027N0013,Initial,Low Pressure,09/07/2017 00:00:00,No,0,0,30,30,Accepted,1080776
497,2017-10000000027N0014-7350,10000000027N0014,Initial,Low Pressure,09/07/2017 00:00:00,No,0,0,30,30,Accepted,1080776
498,2017-10000000117N0001-25978,10000000117N0001,Initial,Low Pressure,08/10/2017 00:00:00,No,150,0,30,180,Accepted,1080710
499,2017-10000000117N0002-25984,10000000117N0002,Initial,Low Pressure,08/10/2017 00:00:00,No,150,0,30,180,Accepted,1080710
500,2017-10000000117N0003-25971,10000000117N0003,Initial,Low Pressure,08/10/2017 00:00:00,No,150,0,30,180,Accepted,1080710
501,2017-10000000128N0001-2915,10000000128N0001,Initial,Low Pressure,08/31/2017 00:00:00,No,0,0,30,30,Accepted,1006177
502,2017-10000000149N0001-11078,10000000149N0001,Initial,Low Pressure,09/28/2017 00:00:00,No,0,0,30,30,Accepted,1010406
503,2017-10000000149N0002-11077,10000000149N0002,Initial,Low Pressure,09/28/2017 00:00:00,No,0,0,30,30,Accepted,1010406
504,2017-10000000196N0020-2021,10000000196N0020,Initial,High Pressure,06/13/2017 00:00:00,No,0,0,30,0,Accepted,1082174
505,2017-10000000196N0020-2022,10000000196N0020,Initial,High Pressure,02/14/2017 00:00:00,No,0,0,30,0,Accepted,1082174
506,2017-10000000196N0021-2005,10000000196N0021,Initial,High Pressure,06/13/2017 00:00:00,No,0,0,30,0,Accepted,1082174
507,2017-10000000196N0021-2006,10000000196N0021,Initial,High Pressure,02/14/2017 00:00:00,No,0,0,30,0,Accepted,1082174
508,2017-10000000196N0022-2019,10000000196N0022,Initial,High Pressure,06/13/2017 00:00:00,No,0,0,30,0,Accepted,1082174
509,2017-10000000196N0022-2020,10000000196N0022,Initial,High Pressure,02/14/2017 00:00:00,No,0,0,30,0,Accepted,1082174
510,2017-10000000196N0023-2017,10000000196N0023,Initial,High Pressure,06/13/2017 00:00:00,No,0,0,30,0,Accepted,1082174
511,2017-10000000196N0023-2018,10000000196N0023,Initial,High Pressure,02/14/2017 00:00:00,No,0,0,30,0,Accepted,1082174
512,2017-10000000196N0024-2015,10000000196N0024,Initial,High Pressure,06/13/2017 00:00:00,No,0,0,30,0,Accepted,1082174
513,2017-10000000196N0024-2016,10000000196N0024,Initial,High Pressure,02/14/2017 00:00:00,No,0,0,30,0,Accepted,1082174
514,2017-10000000196N0025-2013,10000000196N0025,Initial,High Pressure,06/13/2017 00:00:00,No,0,0,30,0,Accepted,1082174
515,2017-10000000196N0025-2014,10000000196N0025,Initial,High Pressure,02/14/2017 00:00:00,No,0,0,30,0,Accepted,1082174
516,2017-10000000196N0026-2011,10000000196N0026,Initial,High Pressure,06/13/2017 00:00:00,No,0,0,30,0,Accepted,1082174
517,2017-10000000196N0026-2012,10000000196N0026,Initial,High Pressure,02/14/2017 00:00:00,No,0,0,30,0,Accepted,1082174
518,2017-10000000196N0027-2009,10000000196N0027,Initial,High Pressure,06/13/2017 00:00:00,No,0,0,30,0,Accepted,1082174
519,2017-10000000196N0027-2010,10000000196N0027,Initial,High Pressure,02/14/2017 00:00:00,No,0,0,30,0,Accepted,1082174
520,2017-10000000196N0028-2007,10000000196N0028,Initial,High Pressure,06/13/2017 00:00:00,No,0,0,30,0,Accepted,1082174
521,2017-10000000196N0028-2008,10000000196N0028,Initial,High Pressure,02/14/2017 00:00:00,No,0,0,30,0,Accepted,1082174
522,2017-10000000199Y0001-21123,10000000199Y0001,Initial,Low Pressure,10/18/2017 00:00:00,No,0,0,30,30,Accepted,1047433
523,2017-10000000199Y0002-21128,10000000199Y0002,Initial,Low Pressure,10/18/2017 00:00:00,No,0,0,30,30,Accepted,1047433
524,2017-10000000253N0001-5380,10000000253N0001,Initial,Low Pressure,06/06/2017 00:00:00,No,0,0,30,0,Accepted,1002017
525,2017-10000000346N0001-16863,10000000346N0001,Initial,Low Pressure,06/26/2017 00:00:00,No,0,0,30,0,Accepted,1024660
526,2017-10000000346N0002-16862,10000000346N0002,Initial,Low Pressure,06/26/2017 00:00:00,No,0,0,30,0,Accepted,1024660
527,2017-10000000346N0003-16861,10000000346N0003,Initial,Low Pressure,06/26/2017 00:00:00,No,0,0,30,0,Accepted,1024660
528,2017-10000000383N0001-13444,10000000383N0001,Initial,Low Pressure,10/16/2017 00:00:00,No,0,0,30,30,Accepted,1084533
529,2017-10000000383N0002-13478,10000000383N0002,Initial,Low Pressure,10/16/2017 00:00:00,No,0,0,30,30,Accepted,1084533
530,2017-10000000480N0001-22713,10000000480N0001,Initial,Low Pressure,10/17/2017 00:00:00,No,0,0,30,30,Accepted,1016951
531,2017-10000000480N0002-22714,10000000480N0002,Initial,Low Pressure,10/17/2017 00:00:00,No,0,0,30,30,Accepted,1016951
532,2017-10000000490Y0001-17545,10000000490Y0001,Initial,Low Pressure,09/18/2017 00:00:00,No,0,0,30,30,Accepted,1045897
533,2017-10000000501N0001-21444,10000000501N0001,Initial,Low Pressure,10/31/2017 00:00:00,No,0,0,30,30,Accepted,1001870
534,2017-10000000501N0002-21445,10000000501N0002,Initial,Low Pressure,10/31/2017 00:00:00,No,0,0,30,30,Accepted,1001870
535,2017-10000000501N0003-21443,10000000501N0003,Initial,Low Pressure,10/31/2017 00:00:00,No,0,0,30,30,Accepted,1001870
536,2017-10000000501N0004-21442,10000000501N0004,Initial,Low Pressure,10/31/2017 00:00:00,No,0,0,30,30,Accepted,1001870
537,2017-10000000508N0001-36156,10000000508N0001,Initial,Low Pressure,12/01/2017 00:00:00,No,0,0,30,30,Accepted,1003020
538,2017-10000000532N0001-20438,10000000532N0001,Initial,Low Pressure,03/28/2017 00:00:00,No,0,0,30,0,Accepted,1085449
539,2017-10000000591Y0001-26600,10000000591Y0001,Initial,Low Pressure,11/17/2017 00:00:00,No,0,0,30,30,Accepted,1001883
540,2017-10000000591Y0002-26598,10000000591Y0002,Initial,Low Pressure,11/17/2017 00:00:00,No,0,0,30,30,Accepted,1001883
541,2017-10000000591Y0003-26599,10000000591Y0003,Initial,Low Pressure,11/17/2017 00:00:00,No,0,0,30,30,Accepted,1001883
542,2017-10000000645Y0001-99392,10000000645Y0001,Initial,Low Pressure,12/01/2017 00:00:00,No,400,0,30,30,Accepted  Civil Penalties Due,1038770
543,2017-10000000645Y0002-99391,10000000645Y0002,Initial,Low Pressure,12/01/2017 00:00:00,No,400,0,30,30,Accepted  Civil Penalties Due,1038770
544,2017-10000000688N0001-15537,10000000688N0001,Initial,Low Pressure,10/16/2017 00:00:00,No,0,0,30,30,Accepted,1036232
545,2017-10000000688N0002-15536,10000000688N0002,Initial,Low Pressure,10/16/2017 00:00:00,No,0,0,30,30,Accepted,1036232
546,2017-10000000702N0004-21113,10000000702N0004,Initial,Low Pressure,10/10/2017 00:00:00,No,0,0,30,30,Accepted,1080319
547,2017-10000000745N0001-9564,10000000745N0001,Initial,Low Pressure,09/06/2017 00:00:00,No,0,0,30,30,Accepted,1003025
548,2017-10000000786Y0001-38845,10000000786Y0001,Initial,Low Pressure,12/21/2017 00:00:00,No,0,0,30,30,Accepted,1045573
549,2017-10000000801Y0001-7140,10000000801Y0001,Initial,Low Pressure,09/14/2017 00:00:00,No,0,0,30,30,Accepted,1046671
550,2017-10000000801Y0002-7141,10000000801Y0002,Initial,Low Pressure,09/14/2017 00:00:00,No,0,0,30,30,Accepted,1046671
551,2017-10000000885N0001-2282,10000000885N0001,Initial,Low Pressure,05/18/2017 00:00:00,No,0,0,30,0,Accepted,1015534
552,2017-10000000888N0001-1467,10000000888N0001,Initial,Low Pressure,05/18/2017 00:00:00,No,0,0,30,0,Accepted,1014794
553,2017-10000000888N0002-1466,10000000888N0002,Initial,Low Pressure,05/18/2017 00:00:00,No,0,0,30,0,Accepted,1014794
554,2017-10000000903N0001-36460,10000000903N0001,Initial,Low Pressure,07/13/2017 00:00:00,No,0,0,30,0,Accepted,1002740
555,2017-10000000903N0002-36461,10000000903N0002,Initial,Low Pressure,07/13/2017 00:00:00,No,0,0,30,0,Accepted,1002740
556,2017-10000000903N0003-36459,10000000903N0003,Initial,Low Pressure,07/13/2017 00:00:00,No,0,0,30,0,Accepted,1002740
557,2017-10000000903N0004-36458,10000000903N0004,Initial,Low Pressure,07/13/2017 00:00:00,No,0,0,30,0,Accepted,1002740
558,2017-10000000905N0001-1485,10000000905N0001,Initial,Low Pressure,08/18/2017 00:00:00,No,0,0,30,30,Pre-filing,1077856
559,2017-10000000905N0001-1955,10000000905N0001,Initial,Low Pressure,08/16/2017 00:00:00,No,0,0,30,30,Accepted,1077856
560,2017-10000000992N0001-40710,10000000992N0001,Initial,Low Pressure,12/27/2017 00:00:00,No,0,0,30,30,Accepted,1036182
561,2017-10000000992N0002-40709,10000000992N0002,Initial,Low Pressure,12/27/2017 00:00:00,No,0,0,30,30,Accepted,1036182
562,2017-10000001016Y0001-35094,10000001016Y0001,Initial,Low Pressure,10/12/2017 00:00:00,Yes,0,0,30,0,Pre-Filing,1059950
563,2017-10000001016Y0001-35146,10000001016Y0001,Initial,Low Pressure,10/12/2017 00:00:00,Yes,100,0,30,30,Accepted  Civil Penalties Due,1059950
564,2017-10000001030N0001-26093,10000001030N0001,Initial,Low Pressure,11/13/2017 00:00:00,No,0,0,30,30,Accepted,1016091
565,2017-10000001043N0001-8804,10000001043N0001,Initial,High Pressure,04/13/2017 00:00:00,No,0,0,30,0,Accepted,1087130
566,2017-10000001043N0001-8809,10000001043N0001,Initial,High Pressure,09/18/2017 00:00:00,No,0,0,30,30,Accepted,1087130
567,2017-10000001043N0002-11426,10000001043N0002,Initial,High Pressure,10/06/2017 00:00:00,No,0,0,30,30,Accepted,1087130
568,2017-10000001043N0002-8805,10000001043N0002,Initial,High Pressure,04/13/2017 00:00:00,No,0,0,30,0,Accepted,1087130
569,2017-10000001043N0003-11427,10000001043N0003,Initial,High Pressure,10/03/2017 00:00:00,No,0,0,30,30,Accepted,1087130
570,2017-10000001043N0003-8808,10000001043N0003,Initial,High Pressure,04/13/2017 00:00:00,No,0,0,30,0,Accepted,1087130
571,2017-10000001043N0004-8806,10000001043N0004,Initial,High Pressure,05/02/2017 00:00:00,No,0,0,30,0,Accepted,1087130
572,2017-10000001043N0004-8807,10000001043N0004,Initial,High Pressure,04/13/2017 00:00:00,No,0,0,30,0,Accepted,1087130
573,2017-10000001067N0001-12372,10000001067N0001,Initial,Low Pressure,10/11/2017 00:00:00,No,0,0,30,30,Accepted,1015925
574,2017-10000001067N0002-12371,10000001067N0002,Initial,Low Pressure,10/11/2017 00:00:00,No,0,0,30,30,Accepted,1015925
575,2017-10000001067N0003-12370,10000001067N0003,Initial,Low Pressure,10/11/2017 00:00:00,No,0,0,30,30,Accepted,1015925
576,2017-10000001071Y0001-21436,10000001071Y0001,Initial,Low Pressure,11/07/2017 00:00:00,No,0,0,30,30,Accepted,1062469
577,2017-10000001104N0001-29152,10000001104N0001,Initial,Low Pressure,06/13/2017 00:00:00,No,0,0,30,0,Accepted,1080686
578,2017-10000001123Y0001-1521,10000001123Y0001,Initial,Low Pressure,07/24/2017 00:00:00,No,0,0,30,30,Accepted,1041316
579,2017-10000001153N0001-1794,10000001153N0001,Initial,Low Pressure,06/02/2017 00:00:00,Yes,0,0,30,0,Accepted,1015575
580,2017-10000001153N0001-1795,10000001153N0001,Initial,Low Pressure,05/24/2017 00:00:00,No,0,0,30,0,Accepted,1015575
581,2017-10000001153N0001-2071,10000001153N0001,Subsequent,Low Pressure,08/22/2017 00:00:00,No,0,0,30,30,Accepted,1015575
582,2017-10000001153N0002-1796,10000001153N0002,Initial,Low Pressure,06/02/2017 00:00:00,Yes,0,0,30,0,Accepted,1015575
583,2017-10000001153N0002-1797,10000001153N0002,Initial,Low Pressure,05/24/2017 00:00:00,No,0,0,30,0,Accepted,1015575
584,2017-10000001153N0002-2072,10000001153N0002,Subsequent,Low Pressure,08/22/2017 00:00:00,No,0,0,30,30,Accepted,1015575
585,2017-10000001153N0003-1798,10000001153N0003,Initial,Low Pressure,06/02/2017 00:00:00,No,0,0,30,0,Accepted,1015575
586,2017-10000001163N0001-11050,10000001163N0001,Initial,Low Pressure,05/26/2017 00:00:00,No,0,0,30,0,Accepted,1008117
587,2017-10000001185N0001-29660,10000001185N0001,Initial,Low Pressure,12/04/2017 00:00:00,Yes,0,0,30,30,Accepted,1066447
588,2017-10000001185N0002-29659,10000001185N0002,Initial,Low Pressure,12/04/2017 00:00:00,No,0,0,30,30,Accepted,1066447
589,2017-10000001186N0001-23648,10000001186N0001,Initial,Low Pressure,06/21/2017 00:00:00,No,0,0,30,0,Accepted,1007574
590,2017-10000001230N0001-35310,10000001230N0001,Initial,Low Pressure,12/18/2017 00:00:00,Yes,0,0,30,30,Accepted,1007942
591,2017-10000001242N0001-26030,10000001242N0001,Initial,Low Pressure,11/21/2017 00:00:00,No,0,0,30,30,Accepted,1002197
592,2017-10000001258Y0001-43089,10000001258Y0001,Initial,Low Pressure,10/31/2017 00:00:00,No,50,0,30,80,Accepted,1057080
593,2017-10000001272N0001-6823,10000001272N0001,Initial,High Pressure,09/18/2017 00:00:00,No,0,0,0,0,Accepted,1079000
594,2017-10000001272N0001-7232,10000001272N0001,Initial,High Pressure,12/19/2017 00:00:00,No,0,0,30,30,Accepted,1079000
595,2017-10000001272N0002-6822,10000001272N0002,Initial,High Pressure,09/18/2017 00:00:00,No,0,0,0,0,Accepted,1079000
596,2017-10000001272N0002-7231,10000001272N0002,Initial,High Pressure,12/19/2017 00:00:00,No,0,0,30,30,Accepted,1079000
597,2017-10000001272N0003-6821,10000001272N0003,Initial,High Pressure,09/18/2017 00:00:00,No,0,0,0,0,Accepted,1079000
598,2017-10000001272N0003-7230,10000001272N0003,Initial,High Pressure,12/19/2017 00:00:00,No,0,0,30,30,Accepted,1079000
599,2017-10000001286N0001-47115,10000001286N0001,Initial,Low Pressure,03/01/2017 00:00:00,No,0,0,30,0,Accepted,1070992
600,2017-10000001286N0002-47116,10000001286N0002,Initial,Low Pressure,03/01/2017 00:00:00,No,0,0,30,0,Accepted,1070992
601,2017-10000001286N0003-47114,10000001286N0003,Initial,Low Pressure,03/01/2017 00:00:00,No,0,0,30,0,Accepted,1070992
602,2017-10000001286N0004-47113,10000001286N0004,Initial,Low Pressure,03/01/2017 00:00:00,No,0,0,30,0,Accepted,1070992
603,2017-10000001286N0005-47112,10000001286N0005,Initial,Low Pressure,03/01/2017 00:00:00,No,0,0,30,0,Accepted,1070992
604,2017-10000001286N0007-47108,10000001286N0007,Initial,Low Pressure,03/01/2017 00:00:00,No,0,0,30,0,Accepted,1070992
605,2017-10000001286N0008-47107,10000001286N0008,Initial,Low Pressure,03/01/2017 00:00:00,No,0,0,30,0,Accepted,1070992
606,2017-10000001286N0009-47106,10000001286N0009,Initial,Low Pressure,03/01/2017 00:00:00,No,0,0,30,0,Accepted,1070992
607,2017-10000001298N0001-33042,10000001298N0001,Initial,Low Pressure,06/26/2017 00:00:00,No,0,0,30,0,Accepted,1024651
608,2017-10000001298N0002-33044,10000001298N0002,Initial,Low Pressure,11/27/2017 00:00:00,Yes,0,0,30,30,Accepted,1024651
